Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,3246.239990234375,3212.97998046875,3212.97998046875,3232.68994140625,292200,3232.68994140625
2020-01-03,3241.739990234375,3221.489990234375,3236.7099609375,3231.18994140625,261300,3231.18994140625
2020-01-06,3255.760009765625,3211.81005859375,3217.669921875,3230.800048828125,312400,3230.800048828125
2020-01-07,3253.89990234375,3231.760009765625,3232.97998046875,3253.18994140625,276300,3253.18994140625
2020-01-08,3242.10009765625,3205.300048828125,3242.10009765625,3213.429931640625,297600,3213.429931640625
2020-01-09,3245.35009765625,3227.31005859375,3229.969970703125,3242.780029296875,243200,3242.780029296875
2020-01-10,3253.6298828125,3228.64990234375,3250.550048828125,3240.070068359375,210300,3240.070068359375
2020-01-13,3264.580078125,3222.429931640625,3239.27001953125,3264.580078125,210400,3264.580078125
2020-01-14,3276.75,3254.139892578125,3269.929931640625,3255.409912109375,229800,3255.409912109375
2020-01-15,3256.60009765625,3229.429931640625,3251.580078125,3237.81005859375,202100,3237.81005859375
2020-01-16,3244.4599609375,3217.75,3243.800048828125,3221.10009765625,203200,3221.10009765625
2020-01-17,3239.840087890625,3213.889892578125,3228.85009765625,3222.530029296875,190200,3222.530029296875
2020-01-20,3244.35009765625,3217.260009765625,3229.47998046875,3243.820068359375,210300,3243.820068359375
2020-01-21,3233.330078125,3197.1298828125,3233.330078125,3198.080078125,234600,3198.080078125
2020-01-22,3216.06005859375,3150.0,3183.77001953125,3207.1201171875,223600,3207.1201171875
2020-01-23,3190.7099609375,3096.719970703125,3183.18994140625,3118.919921875,272400,3118.919921875
2020-02-03,2899.080078125,2846.72998046875,2846.72998046875,2878.139892578125,215400,2878.139892578125
2020-02-04,2919.590087890625,2814.010009765625,2814.010009765625,2916.570068359375,363500,2916.570068359375
2020-02-05,2978.830078125,2911.929931640625,2926.110107421875,2953.010009765625,309400,2953.010009765625
2020-02-06,3014.389892578125,2942.02001953125,2962.239990234375,3003.81005859375,316000,3003.81005859375
2020-02-07,3013.739990234375,2974.719970703125,2995.840087890625,3013.739990234375,309200,3013.739990234375
2020-02-10,3030.35009765625,2987.610107421875,2997.510009765625,3028.919921875,294600,3028.919921875
2020-02-11,3053.419921875,3020.260009765625,3033.179931640625,3040.669921875,269000,3040.669921875
2020-02-12,3067.110107421875,3030.9599609375,3034.239990234375,3067.110107421875,248600,3067.110107421875
2020-02-13,3076.050048828125,3040.25,3067.3701171875,3045.300048828125,274600,3045.300048828125
2020-02-14,3067.199951171875,3038.489990234375,3038.7900390625,3056.7900390625,250500,3056.7900390625
2020-02-17,3126.6201171875,3065.169921875,3065.169921875,3126.60009765625,312900,3126.60009765625
2020-02-18,3133.919921875,3102.639892578125,3124.2900390625,3128.02001953125,311400,3128.02001953125
2020-02-19,3141.969970703125,3114.22998046875,3122.2900390625,3117.989990234375,0,3117.989990234375
2020-02-20,3176.64990234375,3110.68994140625,3124.7900390625,3175.360107421875,345400,3175.360107421875
2020-02-21,3205.489990234375,3164.8701171875,3167.06005859375,3185.330078125,364200,3185.330078125
2020-02-24,3187.969970703125,3151.43994140625,3172.9599609375,3176.47998046875,370100,3176.47998046875
2020-02-25,3161.52001953125,3084.739990234375,3124.93994140625,3157.43994140625,441200,3157.43994140625
2020-02-26,3173.969970703125,3117.5,3121.1201171875,3131.1201171875,0,3131.1201171875
2020-02-27,3153.679931640625,3123.2900390625,3135.909912109375,3134.7099609375,350300,3134.7099609375
2020-02-28,3089.419921875,3016.469970703125,3064.75,3018.360107421875,400800,3018.360107421875
2020-03-02,3125.47998046875,3038.2900390625,3038.2900390625,3113.330078125,367000,3113.330078125
2020-03-03,3171.969970703125,3119.31005859375,3151.050048828125,3136.389892578125,409800,3136.389892578125
2020-03-04,3156.419921875,3116.929931640625,3124.739990234375,3156.06005859375,353100,3156.06005859375
2020-03-05,3221.7099609375,3167.85009765625,3181.739990234375,3218.97998046875,445100,3218.97998046875
2020-03-06,3198.81005859375,3174.669921875,3185.679931640625,3179.9599609375,361800,3179.9599609375
2020-03-09,3132.4599609375,3081.6201171875,3130.31005859375,3084.330078125,414200,3084.330078125
2020-03-10,3144.14990234375,3044.010009765625,3058.7900390625,3140.4599609375,392900,3140.4599609375
2020-03-11,3154.3701171875,3110.820068359375,3145.699951171875,3110.820068359375,352200,3110.820068359375
2020-03-12,3085.610107421875,3045.590087890625,3076.699951171875,3063.639892578125,307500,3063.639892578125
2020-03-13,3050.4599609375,2934.1298828125,2938.570068359375,3025.8798828125,366000,3025.8798828125
2020-03-16,3036.97998046875,2918.10009765625,3036.22998046875,2922.929931640625,351500,2922.929931640625
2020-03-17,2962.4599609375,2845.320068359375,2930.340087890625,2912.8701171875,305800,2912.8701171875
2020-03-18,2950.85009765625,2859.489990234375,2926.159912109375,2859.489990234375,290900,2859.489990234375
2020-03-19,2867.9599609375,2773.5400390625,2849.669921875,2831.550048828125,302000,2831.550048828125
2020-03-20,2883.72998046875,2831.909912109375,2857.659912109375,2877.159912109375,251700,2877.159912109375
2020-03-23,2832.85009765625,2783.77001953125,2805.77001953125,2787.6201171875,249600,2787.6201171875
2020-03-24,2853.969970703125,2794.93994140625,2832.56005859375,2852.949951171875,256800,2852.949951171875
2020-03-25,2922.3798828125,2890.02001953125,2908.409912109375,2914.97998046875,272900,2914.97998046875
2020-03-26,2922.260009765625,2885.419921875,2894.300048828125,2897.510009765625,233900,2897.510009765625
2020-03-27,2940.139892578125,2904.68994140625,2926.969970703125,2905.169921875,240600,2905.169921875
2020-03-30,2891.5,2853.669921875,2871.06005859375,2879.030029296875,239500,2879.030029296875
2020-03-31,2904.13671875,2874.71826171875,2900.125244140625,2882.24658203125,372247120,2882.24658203125
